7	0.00	0.00	0.00	12.50	57.14	10.00	100.00	10.00	11.11	70.00	0.00	0.00	0.00	10.00	0.00	70.00	20.00	0.00	28.00	28.13	32.35	26.47	25.00	5.88	36.00	20.00	20.00	8.70	36.84	16.67	8.33	0.00	12.50	11.76	6.67	15.79	0.00	0.00	0.00	0.00	0.00	11.11	17.65	0.00	0.00	27.27	0.00	0.00	0.00	14.29	12.50	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	85.82
8	20.00	62.50	30.00	62.50	0.00	10.00	60.00	100.00	33.33	10.00	70.00	90.00	70.00	10.00	20.00	20.00	30.00	0.00	76.00	71.88	47.06	55.88	50.00	58.82	44.00	70.00	64.00	8.70	5.26	16.67	8.33	0.00	0.00	58.82	40.00	21.05	0.00	0.00	0.00	5.00	50.00	0.00	23.53	5.26	0.00	27.27	0.00	0.00	0.00	0.00	12.50	50.00	50.00	45.45	30.00	8.33	0.00	27.27	0.00	0.00	67.64
8	20.00	62.50	20.00	25.00	28.57	30.00	80.00	100.00	33.33	40.00	30.00	100.00	80.00	10.00	40.00	20.00	30.00	10.00	72.00	75.00	76.47	64.71	58.33	82.35	48.00	75.00	84.00	8.70	21.05	27.78	16.67	0.00	0.00	70.59	60.00	26.32	16.67	0.00	0.00	10.00	62.50	11.11	23.53	36.84	40.00	36.36	5.88	11.11	30.77	28.57	12.50	25.00	50.00	45.45	70.00	33.33	0.00	27.27	12.50	0.00	58.30
8	0.00	25.00	0.00	12.50	0.00	0.00	0.00	100.00	0.00	0.00	0.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00	52.00	34.38	14.71	8.82	29.17	47.06	12.00	20.00	56.00	0.00	15.79	0.00	8.33	0.00	0.00	23.53	40.00	0.00	0.00	0.00	0.00	0.00	37.50	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	9.09	0.00	0.00	0.00	9.09	0.00	0.00	86.67
8	30.00	25.00	20.00	62.50	0.00	0.00	20.00	100.00	0.00	0.00	20.00	100.00	30.00	0.00	20.00	10.00	10.00	10.00	44.00	50.00	35.29	38.24	45.83	58.82	32.00	40.00	64.00	0.00	5.26	5.56	8.33	8.33	0.00	29.41	33.33	10.53	8.33	0.00	0.00	0.00	37.50	0.00	5.88	31.58	0.00	0.00	5.88	0.00	0.00	0.00	0.00	25.00	50.00	27.27	0.00	16.67	0.00	54.55	0.00	0.00	76.48
8	20.00	37.50	50.00	50.00	0.00	0.00	10.00	100.00	0.00	0.00	10.00	70.00	10.00	10.00	20.00	0.00	20.00	0.00	40.00	43.75	29.41	14.71	29.17	44.12	40.00	55.00	60.00	4.35	5.26	5.56	16.67	0.00	0.00	47.06	33.33	15.79	0.00	0.00	0.00	15.00	37.50	0.00	5.88	21.05	0.00	0.00	17.65	0.00	7.69	0.00	0.00	25.00	40.00	18.18	0.00	16.67	0.00	54.55	0.00	0.00	78.55
8	10.00	25.00	20.00	25.00	0.00	10.00	0.00	100.00	0.00	0.00	30.00	70.00	0.00	0.00	20.00	0.00	10.00	0.00	28.00	43.75	29.41	17.65	29.17	41.18	16.00	45.00	56.00	4.35	10.53	0.00	8.33	0.00	0.00	35.29	26.67	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.53	0.00	0.00	23.53	0.00	0.00	0.00	0.00	50.00	50.00	27.27	10.00	0.00	0.00	27.27	0.00	0.00	82.91
9	0.00	87.50	0.00	0.00	0.00	0.00	50.00	0.00	100.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	12.00	3.13	0.00	0.00	0.00	0.00	8.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	97.33
9	0.00	50.00	50.00	12.50	28.57	10.00	100.00	20.00	77.78	0.00	0.00	10.00	60.00	50.00	20.00	0.00	30.00	10.00	44.00	40.63	47.06	17.65	12.50	8.82	28.00	15.00	0.00	39.13	36.84	44.44	16.67	0.00	12.50	17.65	6.67	10.53	8.33	0.00	0.00	0.00	0.00	11.11	11.76	10.53	0.00	27.27	0.00	22.22	0.00	14.29	0.00	25.00	0.00	9.09	20.00	41.67	0.00	36.36	0.00	0.00	80.00
9	0.00	62.50	30.00	12.50	57.14	30.00	80.00	20.00	88.89	0.00	0.00	10.00	10.00	30.00	40.00	0.00	30.00	10.00	40.00	43.75	32.35	14.71	12.50	14.71	36.00	20.00	0.00	17.39	21.05	33.33	8.33	0.00	12.50	17.65	6.67	10.53	16.67	0.00	0.00	0.00	12.50	22.22	0.00	5.26	0.00	9.09	5.88	11.11	0.00	28.57	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	83.64
10	0.00	0.00	30.00	50.00	71.43	0.00	40.00	10.00	0.00	100.00	20.00	70.00	10.00	0.00	0.00	30.00	0.00	0.00	40.00	31.25	73.53	79.41	16.67	32.35	36.00	5.00	24.00	21.74	21.05	22.22	16.67	8.33	0.00	17.65	13.33	0.00	0.00	0.00	0.00	0.00	12.50	11.11	5.88	5.26	0.00	9.09	5.88	0.00	7.69	0.00	0.00	0.00	0.00	0.00	30.00	0.00	0.00	0.00	0.00	0.00	80.12
10	0.00	0.00	30.00	0.00	28.57	0.00	0.00	0.00	0.00	100.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	6.25	8.82	23.53	8.33	0.00	4.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	96.24
10	0.00	0.00	20.00	37.50	42.86	10.00	100.00	10.00	0.00	100.00	20.00	30.00	0.00	0.00	0.00	50.00	0.00	0.00	28.00	50.00	52.94	44.12	8.33	14.71	40.00	15.00	40.00	13.04	21.05	27.78	8.33	0.00	0.00	5.88	6.67	15.79	8.33	7.14	0.00	0.00	12.50	22.22	11.76	5.26	0.00	0.00	0.00	11.11	7.69	28.57	0.00	0.00	20.00	0.00	10.00	0.00	0.00	9.09	0.00	0.00	81.82
11	0.00	0.00	50.00	50.00	14.29	20.00	70.00	50.00	0.00	30.00	100.00	20.00	60.00	0.00	0.00	100.00	20.00	0.00	40.00	43.75	11.76	38.24	25.00	44.12	20.00	15.00	16.00	8.70	15.79	16.67	25.00	0.00	12.50	23.53	6.67	10.53	8.33	0.00	0.00	0.00	12.50	11.11	5.88	10.53	0.00	9.09	0.00	0.00	23.08	28.57	12.50	0.00	0.00	9.09	10.00	0.00	0.00	0.00	0.00	0.00	81.21
11	0.00	50.00	50.00	37.50	57.14	10.00	50.00	50.00	0.00	20.00	100.00	20.00	100.00	10.00	20.00	100.00	10.00	0.00	44.00	59.38	20.59	26.47	16.67	41.18	28.00	35.00	16.00	8.70	36.84	16.67	50.00	8.33	12.50	29.41	13.33	10.53	8.33	0.00	12.50	5.00	25.00	0.00	0.00	10.53	0.00	9.09	17.65	0.00	15.38	14.29	25.00	25.00	10.00	9.09	20.00	0.00	0.00	0.00	0.00	12.50	77.21
11	0.00	12.50	50.00	12.50	0.00	10.00	20.00	30.00	0.00	30.00	100.00	10.00	70.00	0.00	10.00	90.00	0.00	0.00	44.00	37.50	23.53	29.41	12.50	47.06	24.00	15.00	4.00	8.70	31.58	22.22	25.00	8.33	0.00	11.76	20.00	21.05	0.00	0.00	0.00	5.00	25.00	0.00	0.00	5.26	0.00	9.09	11.76	0.00	23.08	42.86	0.00	25.00	20.00	9.09	20.00	0.00	0.00	0.00	0.00	0.00	82.06
12	0.00	0.00	30.00	37.50	0.00	10.00	10.00	60.00	11.11	0.00	60.00	100.00	90.00	0.00	0.00	60.00	20.00	0.00	12.00	6.25	5.88	2.94	4.17	14.71	16.00	10.00	4.00	4.35	10.53	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.79	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	20.00	9.09	0.00	0.00	0.00	9.09	0.00	0.00	91.39
12	0.00	0.00	10.00	25.00	14.29	10.00	90.00	20.00	33.33	0.00	60.00	100.00	90.00	10.00	0.00	40.00	10.00	0.00	8.00	9.38	5.88	0.00	4.17	2.94	12.00	20.00	12.00	4.35	5.26	0.00	0.00	0.00	0.00	0.00	20.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	20.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	20.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	91.39
12	0.00	62.50	0.00	25.00	14.29	10.00	20.00	90.00	0.00	50.00	20.00	100.00	50.00	40.00	40.00	30.00	30.00	0.00	52.00	40.63	32.35	14.71	25.00	32.35	32.00	60.00	64.00	0.00	15.79	11.11	41.67	0.00	0.00	23.53	33.33	26.32	8.33	0.00	12.50	0.00	62.50	0.00	0.00	15.79	20.00	0.00	11.76	0.00	15.38	0.00	12.50	25.00	60.00	27.27	10.00	0.00	0.00	0.00	0.00	0.00	76.73
12	0.00	75.00	10.00	12.50	14.29	10.00	30.00	80.00	0.00	90.00	10.00	100.00	50.00	30.00	40.00	40.00	20.00	0.00	44.00	53.13	32.35	29.41	29.17	35.29	32.00	50.00	72.00	4.35	21.05	5.56	41.67	0.00	0.00	17.65	53.33	21.05	8.33	0.00	12.50	0.00	50.00	11.11	0.00	10.53	20.00	0.00	17.65	11.11	23.08	0.00	25.00	25.00	60.00	27.27	30.00	0.00	16.67	0.00	0.00	0.00	74.30
12	0.00	62.50	10.00	25.00	14.29	20.00	70.00	80.00	0.00	100.00	30.00	100.00	30.00	40.00	40.00	50.00	30.00	0.00	68.00	71.88	38.24	17.65	45.83	50.00	64.00	75.00	60.00	17.39	21.05	22.22	41.67	8.33	12.50	35.29	66.67	21.05	16.67	0.00	25.00	5.00	62.50	33.33	0.00	26.32	40.00	9.09	23.53	11.11	15.38	0.00	37.50	0.00	60.00	45.45	30.00	0.00	16.67	9.09	0.00	0.00	66.42
13	0.00	0.00	0.00	12.50	0.00	0.00	10.00	0.00	11.11	0.00	30.00	20.00	100.00	0.00	0.00	30.00	20.00	0.00	12.00	12.50	5.88	5.88	4.17	2.94	4.00	0.00	0.00	0.00	31.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	96.00
13	0.00	12.50	70.00	25.00	0.00	10.00	10.00	10.00	0.00	0.00	20.00	40.00	100.00	0.00	0.00	50.00	10.00	0.00	20.00	3.13	17.65	8.82	12.50	2.94	12.00	10.00	4.00	4.35	31.58	0.00	8.33	0.00	12.50	5.88	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	92.24
13	0.00	0.00	10.00	0.00	0.00	10.00	10.00	10.00	11.11	0.00	50.00	30.00	100.00	0.00	0.00	50.00	0.00	0.00	16.00	9.38	8.82	8.82	4.17	2.94	4.00	15.00	4.00	0.00	10.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	95.03
13	0.00	0.00	50.00	0.00	28.57	50.00	30.00	30.00	33.33	0.00	40.00	50.00	90.00	0.00	0.00	80.00	10.00	0.00	28.00	28.13	32.35	17.65	8.33	2.94	24.00	25.00	8.00	0.00	10.53	5.56	8.33	8.33	0.00	11.76	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	20.00	18.18	0.00	8.33	0.00	0.00	0.00	0.00	87.52
13	0.00	87.50	70.00	75.00	57.14	80.00	100.00	50.00	33.33	0.00	70.00	90.00	100.00	60.00	10.00	90.00	40.00	20.00	64.00	37.50	32.35	26.47	20.83	20.59	32.00	40.00	8.00	8.70	63.16	22.22	16.67	0.00	0.00	23.53	33.33	5.26	8.33	0.00	0.00	0.00	0.00	11.11	0.00	10.53	0.00	9.09	0.00	0.00	0.00	0.00	37.50	0.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	75.03
14	0.00	12.50	30.00	37.50	0.00	0.00	60.00	10.00	0.00	0.00	0.00	0.00	0.00	80.00	20.00	0.00	30.00	30.00	24.00	21.88	11.76	5.88	4.17	23.53	16.00	15.00	8.00	0.00	10.53	27.78	8.33	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	91.39
14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.13	5.88	0.00	12.50	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	97.94
14	0.00	0.00	0.00	12.50	57.14	30.00	20.00	10.00	11.11	0.00	10.00	70.00	20.00	80.00	10.00	40.00	40.00	0.00	32.00	46.88	47.06	32.35	37.50	26.47	12.00	15.00	16.00	13.04	10.53	27.78	25.00	0.00	0.00	5.88	0.00	10.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	8.33	0.00	9.09	0.00	0.00	84.24
14	0.00	0.00	30.00	37.50	0.00	0.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	60.00	0.00	10.00	30.00	10.00	16.00	34.38	5.88	17.65	12.50	14.71	12.00	15.00	8.00	4.35	31.58	5.56	0.00	0.00	0.00	0.00	0.00	5.26	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	91.64
15	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	90.00	0.00	10.00	0.00	0.00	3.13	0.00	0.00	0.00	5.88	0.00	0.00	4.00	0.00	0.00	0.00	41.67	0.00	0.00	0.00	0.00	5.26	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.06
15	0.00	75.00	0.00	25.00	0.00	0.00	30.00	20.00	11.11	0.00	0.00	10.00	0.00	20.00	90.00	0.00	50.00	0.00	12.00	9.38	8.82	2.94	0.00	17.65	0.00	0.00	0.00	4.35	0.00	0.00	50.00	0.00	0.00	11.76	6.67	15.79	8.33	0.00	25.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	92.97
15	0.00	75.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	90.00	0.00	0.00	0.00	4.00	6.25	0.00	8.82	4.17	32.35	8.00	5.00	4.00	4.35	0.00	0.00	0.00	0.00	0.00	11.76	33.33	15.79	16.67	0.00	37.50	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	94.18
15	20.00	75.00	0.00	25.00	0.00	0.00	40.00	70.00	0.00	0.00	10.00	10.00	0.00	10.00	80.00	20.00	10.00	0.00	16.00	43.75	29.41	23.53	41.67	58.82	32.00	20.00	16.00	13.04	0.00	5.56	16.67	16.67	0.00	41.18	46.67	42.11	8.33	0.00	12.50	25.00	12.50	0.00	11.76	0.00	40.00	9.09	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	8.33	0.00	9.09	0.00	12.50	80.85
